id,subdomain,source_doi,risk_level,risk_label,issue_count,recommended_action,num_steps,invalid_steps,title,parsed_title,file_path,parsed_path
NPP_0064,alpha_decay_shell_model,arxiv_2104.13987,PASS,通过,0,无。,19,2,The Lowest Broad Alpha Cluster Resonances in $^ { 1 9 }$ F,The Lowest Broad Alpha Cluster Resonances in $^ { 1 9 }$ F,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0064.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\alpha_壳模型\arxiv_2104.13987.md
NPP_0067,alpha_decay_shell_model,arxiv_2310.13428,PASS,通过,0,无。,19,3,Alpha-decay from $^ { 4 4 }$ Ti: A study of the microscopic clusterization,Alpha-decay from $^ { 4 4 }$ Ti: A study of the microscopic clusterization,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0067.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\alpha_壳模型\arxiv_2310.13428.md
NPP_0076,alpha_decay_cluster_model,arxiv_1208.1422,PASS,通过,0,无。,18,4,Alpha Decay in the Complex Energy Shell Model,Alpha Decay in the Complex Energy Shell Model,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0076.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\alpha_团簇模型\arxiv_1208.1422.md
NPP_0080,alpha_decay_cluster_model,arxiv_2210.02004,PASS,通过,0,无。,11,0,Systematic calculations of cluster radioactivity half-lives in trans-lead nuclei *,Systematic calculations of cluster radioactivity half-lives in trans-lead nuclei *,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0080.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\alpha_团簇模型\arxiv_2210.02004.md
NPP_0086,alpha_decay_cluster_model,arxiv_2511.08051,PASS,通过,0,无。,17,0,$\alpha$ -decay half-lives and $\alpha$ -cluster preformation factors of nuclei around $N = Z$ line,$\alpha$ -decay half-lives and $\alpha$ -cluster preformation factors of nuclei around $N = Z$ line,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0086.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\alpha_团簇模型\arxiv_2511.08051.md
NPP_0089,alpha_decay_cluster_model,arxiv_nucl-th_0404007,PASS,通过,0,无。,13,0,Lifetimes of the $\alpha$ decay chains of superheavy element 115,Lifetimes of the $\alpha$ decay chains of superheavy element 115,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0089.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\alpha_团簇模型\arxiv_nucl-th_0404007.md
NPP_0095,alpha_decay_double_folding,arxiv_1401.1841,PASS,通过,0,无。,17,0,Tunneling times and bremsstrahlung in alpha decay,Tunneling times and bremsstrahlung in alpha decay,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0095.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\alpha   WKB\arxiv_1401.1841.md
NPP_0109,alpha_decay_double_folding,arxiv_nucl-th_0612089,PASS,通过,0,无。,19,2,Super-allowed $\alpha$ decay above doubly-magic 100Sn and properties of $\mathbf { \dot { \ l } } ^ { 0 4 } \mathbf { T e } = { \sqrt [ { 1 0 0 } } \mathbf { S } \mathbf { n } \otimes { \alpha }$ 100Sn ⊗ α,Super-allowed $\alpha$ decay above doubly-magic 100Sn and properties of $\mathbf { \dot { \ l } } ^ { 0 4 } \mathbf { T e } = { \sqrt [ { 1 0 0 } } \mathbf { S } \mathbf { n } \otimes { \alpha }$ 100Sn ⊗ α,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0109.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\alpha_双折叠势模型\arxiv_nucl-th_0612089.md
NPP_0111,deep_learning_nuclear,arxiv_1508.06263,PASS,通过,0,无。,14,0,Nuclear Mass Predictions for the Crustal Composition of Neutron Stars: A Bayesian Neural Network Approach,Nuclear Mass Predictions for the Crustal Composition of Neutron Stars: A Bayesian Neural Network Approach,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0111.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\深度学习_核结构\arxiv_1508.06263.md
NPP_0112,deep_learning_nuclear,arxiv_1608.03020,PASS,通过,0,无。,17,0,Nuclear charge radii: Density functional theory meets Bayesian neural networks,Nuclear charge radii: Density functional theory meets Bayesian neural networks,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0112.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\深度学习_核结构\arxiv_1608.03020.md
NPP_0113,deep_learning_nuclear,arxiv_1704.06632,PASS,通过,0,无。,18,1,Refining mass formulas for astrophysical applications: a Bayesian neural network approach,Refining mass formulas for astrophysical applications: a Bayesian neural network approach,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0113.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\深度学习_核结构\arxiv_1704.06632.md
NPP_0114,deep_learning_nuclear,arxiv_1803.03215,PASS,通过,0,无。,16,2,Deep Learning: A Tool for Computational Nuclear Physics,Deep Learning: A Tool for Computational Nuclear Physics,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0114.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\深度学习_核结构\arxiv_1803.03215.md
NPP_0116,deep_learning_nuclear,arxiv_1906.06429,PASS,通过,0,无。,15,1,Interpretable deep learning for nuclear deformation in heavy ion collisions,Interpretable deep learning for nuclear deformation in heavy ion collisions,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0116.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\深度学习_核结构\arxiv_1906.06429.md
NPP_0124,deep_learning_nuclear,arxiv_2202.11897,PASS,通过,0,无。,19,2,Deep learning on nuclear mass and $\alpha$ decay half-lives,Deep learning on nuclear mass and $\alpha$ decay half-lives,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0124.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\深度学习_核结构\arxiv_2202.11897.md
NPP_0127,deep_learning_nuclear,arxiv_2210.02906,PASS,通过,0,无。,17,0,Nuclear binding energies in artificial neural networks,Nuclear binding energies in artificial neural networks,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0127.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\深度学习_核结构\arxiv_2210.02906.md
NPP_0128,deep_learning_nuclear,arxiv_2211.13998,PASS,通过,0,无。,13,0,Deep-neural-network approach to solving the ab initio nuclear structure problem,Deep-neural-network approach to solving the ab initio nuclear structure problem,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0128.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\深度学习_核结构\arxiv_2211.13998.md
NPP_0131,deep_learning_nuclear,arxiv_2310.11012,PASS,通过,0,无。,14,0,A Data-Driven Density Functional Model for Nuclear Systems,A Data-Driven Density Functional Model for Nuclear Systems,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0131.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\深度学习_核结构\arxiv_2310.11012.md
NPP_0134,deep_learning_nuclear,arxiv_2409.11930,PASS,通过,0,无。,16,0,Optimization of Nuclear Mass Models Using Algorithms and Neural Networks,Optimization of Nuclear Mass Models Using Algorithms and Neural Networks,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0134.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\深度学习_核结构\arxiv_2409.11930.md
NPP_0136,deep_learning_nuclear,arxiv_2503.19348,PASS,通过,0,无。,17,3,"Deep Learning approaches for nuclear binding energy prediction: A comparative study of RNN, GRU and LSTM Models","Deep Learning approaches for nuclear binding energy prediction: A comparative study of RNN, GRU and LSTM Models",D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0136.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\深度学习_核结构\arxiv_2503.19348.md
NPP_0142,deep_learning_nuclear,arxiv_2509.08314,PASS,通过,0,无。,19,2,Nuclear Mass Predictions Using a Neural Network with Additive Gaussian Process Regression-Optimized Activation Functions,Nuclear Mass Predictions Using a Neural Network with Additive Gaussian Process Regression-Optimized Activation Functions,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0142.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\深度学习_核结构\arxiv_2509.08314.md
NPP_0145,deep_learning_nuclear,arxiv_2602.13826,PASS,通过,0,无。,7,0,Neural-network quantum states for the nuclear many-body problem,Neural-network quantum states for the nuclear many-body problem,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0145.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\深度学习_核结构\arxiv_2602.13826.md
NPP_0146,deep_learning_nuclear,arxiv_2603.09747,PASS,通过,0,无。,17,0,Architecture as physical prior: cooperative neural network for nuclear masses,Architecture as physical prior: cooperative neural network for nuclear masses,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0146.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\深度学习_核结构\arxiv_2603.09747.md
NPP_0147,deep_learning_nuclear,arxiv_2604.05312,PASS,通过,0,无。,21,4,Predictions of charge density distributions for nuclei with Z ≥ 8∗,Predictions of charge density distributions for nuclei with Z ≥ 8∗,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0147.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\深度学习_核结构\arxiv_2604.05312.md
NPP_0149,deep_learning_nuclear,arxiv_nucl-th_0511088,PASS,通过,0,无。,15,2,Nuclear mass systematics by complementing the Finite Range Droplet Model with neural networks,Nuclear mass systematics by complementing the Finite Range Droplet Model with neural networks,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0149.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\深度学习_核结构\arxiv_nucl-th_0511088.md
NPP_0150,nuclear_scattering,arxiv_0706.2693,PASS,通过,0,无。,13,0,Reaction cross sections for proton scattering from stable and unstable nuclei based on a microscopic approach,Reaction cross sections for proton scattering from stable and unstable nuclei based on a microscopic approach,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0150.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\核散射_截面\arxiv_0706.2693.md
NPP_0156,nuclear_scattering,arxiv_1308.5472,PASS,通过,0,无。,17,0,Effects of relativistic kinematics in heavy ion elastic scattering *,Effects of relativistic kinematics in heavy ion elastic scattering *,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0156.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\核散射_截面\arxiv_1308.5472.md
NPP_0157,nuclear_scattering,arxiv_1311.5012,PASS,通过,0,无。,15,2,Derivation of capture and reaction cross sections from experimental quasi-elastic and elastic backscattering probabilities,Derivation of capture and reaction cross sections from experimental quasi-elastic and elastic backscattering probabilities,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0157.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\核散射_截面\arxiv_1311.5012.md
NPP_0158,nuclear_scattering,arxiv_1406.1656,PASS,通过,0,无。,17,0,Further explorations of the $\alpha$ -particle optical model potential at low energies for the mass range A≈45–209,Further explorations of the $\alpha$ -particle optical model potential at low energies for the mass range A≈45–209,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0158.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\核散射_截面\arxiv_1406.1656.md
NPP_0162,nuclear_scattering,arxiv_1606.06188,PASS,通过,0,无。,15,0,Analysis of uncertainties in $\alpha$ -particle optical-potential assessment below the Coulomb barrier,Analysis of uncertainties in $\alpha$ -particle optical-potential assessment below the Coulomb barrier,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0162.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\核散射_截面\arxiv_1606.06188.md
NPP_0164,nuclear_scattering,arxiv_1803.01820,PASS,通过,0,无。,20,5,Optical model potential analysis of $\bar { n } A$ and nA interactions,Optical model potential analysis of $\bar { n } A$ and nA interactions,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0164.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\核散射_截面\arxiv_1803.01820.md
NPP_0165,nuclear_scattering,arxiv_1808.00651,PASS,通过,0,无。,15,0,Direct and indirect $\alpha$ transfer in the elastic $_ { 1 6 }$ O+12C scattering,Direct and indirect $\alpha$ transfer in the elastic $_ { 1 6 }$ O+12C scattering,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0165.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\核散射_截面\arxiv_1808.00651.md
NPP_0166,nuclear_scattering,arxiv_1904.05140,PASS,通过,0,无。,18,1,Role of consistent parameter sets in an assessment of the alpha-particle optical potential below the Coulomb barrier,Role of consistent parameter sets in an assessment of the alpha-particle optical potential below the Coulomb barrier,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0166.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\核散射_截面\arxiv_1904.05140.md
NPP_0167,nuclear_scattering,arxiv_1909.05911,PASS,通过,0,无。,18,1,Investigating the link between proton reaction cross sections and the quenching of proton spectroscopic factors in $^ { 4 8 }$ Ca,Investigating the link between proton reaction cross sections and the quenching of proton spectroscopic factors in $^ { 4 8 }$ Ca,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0167.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\核散射_截面\arxiv_1909.05911.md
NPP_0170,nuclear_scattering,arxiv_2008.10408,PASS,通过,0,无。,15,1,The total reaction cross section of heavy-ion reactions induced by stable and unstable exotic beams: The low-energy regime,The total reaction cross section of heavy-ion reactions induced by stable and unstable exotic beams: The low-energy regime,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0170.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\核散射_截面\arxiv_2008.10408.md
NPP_0171,nuclear_scattering,arxiv_2111.09775,PASS,通过,0,无。,15,0,"Charged–particle optical potentials tested by first direct measurement of 5 $^ { \mathrm { 9 } } { \bf C u } ( p , \alpha ) ^ { \mathrm { 5 6 } } { \bf N i }$ reaction","Charged–particle optical potentials tested by first direct measurement of 5 $^ { \mathrm { 9 } } { \bf C u } ( p , \alpha ) ^ { \mathrm { 5 6 } } { \bf N i }$ reaction",D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0171.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\核散射_截面\arxiv_2111.09775.md
NPP_0173,nuclear_scattering,arxiv_2207.10865,PASS,通过,0,无。,19,2,Study of elastic and inelastic scattering of $^ 7 { \bf B e } + { } ^ { 1 2 } { \bf C }$ at 35 MeV,Study of elastic and inelastic scattering of $^ 7 { \bf B e } + { } ^ { 1 2 } { \bf C }$ at 35 MeV,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0173.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\核散射_截面\arxiv_2207.10865.md
NPP_0175,nuclear_scattering,arxiv_2310.14118,PASS,通过,0,无。,14,0,The optical potentials and nuclear reaction cross sections for the $n$ $^ { 1 2 } \mathbf { C }$ and N -12C scattering,The optical potentials and nuclear reaction cross sections for the $n$ $^ { 1 2 } \mathbf { C }$ and N -12C scattering,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0175.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\核散射_截面\arxiv_2310.14118.md
NPP_0182,nuclear_scattering,arxiv_nucl-ex_0612002,PASS,通过,0,无。,14,2,Elastic Scattering and Total Reaction Cross Section for the $6$ He + 27Al System,Elastic Scattering and Total Reaction Cross Section for the $6$ He + 27Al System,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0182.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\核散射_截面\arxiv_nucl-ex_0612002.md
NPP_0185,nuclear_scattering,arxiv_nucl-th_0202050,PASS,通过,0,无。,22,5,Total reaction cross sections for neutron-nucleus scattering,Total reaction cross sections for neutron-nucleus scattering,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0185.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\核散射_截面\arxiv_nucl-th_0202050.md
NPP_0187,nuclear_scattering,arxiv_nucl-th_0409005,PASS,通过,0,无。,15,0,Empirical Estimates of the Neutron-Nucleus Scattering Cross Sections,Empirical Estimates of the Neutron-Nucleus Scattering Cross Sections,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0187.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\核散射_截面\arxiv_nucl-th_0409005.md
NPP_0188,nuclear_scattering,arxiv_nucl-th_0605007,PASS,通过,0,无。,11,2,Global Examination of the 12C+12C Reaction Data at Low and Intermediate Energies,Global Examination of the 12C+12C Reaction Data at Low and Intermediate Energies,D:\Sci-Evo 我能突破束缚的团队核物理数据集\dataset\final\Research\NPP_0188.json,D:\Sci-Evo 我能突破束缚的团队核物理数据集\parsed\papers\核散射_截面\arxiv_nucl-th_0605007.md
